vivienda;hogar;variedad;descripcion;id_unidad_medida_presentacion;cantidad_unidades_presentacion;contenido_empaque_presentacion;id_unidad_medida;cantidad_inicial;cantidad_final;consumo_exclusivo_hogar;factor_anual
4323;1;7;ARROZ;NA;NA;NA;2;23;8;15;415.510416666666
4323;1;14;LECHE EN POLVO;NA;NA;NA;2;1;1;0;415.510416666666
4323;1;15;HUEVOS;NA;NA;NA;1;20;10;10;415.510416666666
4323;1;16;ACEITE;57;1;128;4;0.9;0.15;0.75;415.510416666666
4323;1;18;SALAMI;NA;NA;NA;2;3;1.5;1.5;415.510416666666
4323;1;25;GUINEITO VERDE;NA;NA;NA;1;15;15;0;415.510416666666
4323;1;27;HABICHUELAS SUELTAS;56;1;2;2;2;1;1;415.510416666666
4323;1;29;AZUCARES;NA;NA;NA;2;8;2;6;415.510416666666
4323;1;30;CHOCOLATE O COCOA;87;1;16;4;0.5;0.25;0.25;415.510416666666
4431;1;7;ARROZ;NA;NA;NA;2;16;2;14;347.037499999999
4431;1;9;POLLO;NA;NA;NA;2;4;0;4;347.037499999999
4431;1;10;CARNE DE CERDO;NA;NA;NA;2;2;0;2;347.037499999999
4431;1;15;HUEVOS;NA;NA;NA;1;15;0;15;347.037499999999
4431;1;16;ACEITE;57;1;64;4;1;0;0.5;347.037499999999
4431;1;18;SALAMI;81;1;3;2;1.5;1;0.5;347.037499999999
4431;1;19;SARDINAS EN AGUA;63;1;6;4;3;2;1;347.037499999999
4431;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;0;15;347.037499999999
4431;1;26;PAPAS;NA;NA;NA;2;6;0;6;347.037499999999
4431;1;29;AZUCARES;NA;NA;NA;2;4;0;4;347.037499999999
4300;1;2;GALLETAS DULCES;8;1;44;3;16;4;12;694.074999999998
4300;1;4;HARÍNA DE MAÍZ;56;1;1;2;1;0.5;0.5;694.074999999998
4300;1;5;AVENA;56;1;1;2;1;0;1;694.074999999998
4300;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;1;2;1;0;1;694.074999999998
4300;1;7;ARROZ;NA;NA;NA;2;45;38;7;694.074999999998
4300;1;9;POLLO;NA;NA;NA;2;2;0;2;694.074999999998
4300;1;13;LECHE LÍQUIDA;31;1;11;4;6;3;3;694.074999999998
4300;1;15;HUEVOS;NA;NA;NA;1;26;16;10;694.074999999998
4300;1;16;ACEITE;NA;NA;NA;4;120;100;20;694.074999999998
4300;1;17;MANTEQUILLA;NA;NA;NA;3;300;275;25;694.074999999998
4300;1;18;SALAMI;NA;NA;NA;2;2.5;1.5;1;694.074999999998
4300;1;19;SARDINAS EN AGUA;63;1;12;4;3;2;1;694.074999999998
4300;1;21;PICA PICA;63;1;8;4;4;3;1;694.074999999998
4564;1;7;ARROZ;NA;NA;NA;2;8;0;8;181.897856242119
4672;1;2;GALLETAS DULCES;NA;NA;NA;1;2;0;2;388.725348119211
4672;1;5;AVENA;NA;NA;NA;56;0.5;0.5;0;388.725348119211
4672;1;7;ARROZ;NA;NA;NA;2;20;12;8;388.725348119211
4672;1;15;HUEVOS;NA;NA;NA;1;15;1;14;388.725348119211
4672;1;16;ACEITE;NA;NA;NA;57;0.5;0.25;0.25;388.725348119211
4672;1;17;MANTEQUILLA;NA;NA;NA;105;0.5;0.25;0.25;388.725348119211
4672;1;18;SALAMI;NA;NA;NA;81;0.5;0.25;0.25;388.725348119211
4672;1;22;ATÚN EN AGUA;NA;NA;NA;63;1;1;0;388.725348119211
4672;1;25;GUINEITO VERDE;NA;NA;NA;66;4;2;2;388.725348119211
4672;1;26;PAPAS;NA;NA;NA;2;1;1;0;388.725348119211
4672;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;5;3;2;388.725348119211
4672;1;29;AZUCARES;NA;NA;NA;2;2;0;2;388.725348119211
4684;1;7;ARROZ;NA;NA;NA;2;35;0;35;247.370676075862
4684;1;16;ACEITE;NA;NA;NA;57;1;0.25;0.75;247.370676075862
4684;1;24;PLÁTANO VERDE;NA;NA;NA;91;1;0;1;247.370676075862
4684;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;15;0;15;247.370676075862
4490;1;5;AVENA;56;1;1;2;1;0.5;0.5;332.408333333333
4490;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;1;2;2;0;2;332.408333333333
4490;1;7;ARROZ;NA;NA;NA;2;16;9;7;332.408333333333
4490;1;15;HUEVOS;NA;NA;NA;1;21;10;11;332.408333333333
4490;1;16;ACEITE;57;1;64;4;1;0.5;0.5;332.408333333333
4490;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1.5;0;1.5;332.408333333333
4490;1;29;AZUCARES;NA;NA;NA;2;3;1;2;332.408333333333
4694;1;5;AVENA;56;1;2;2;1;0.5;0.5;272.107743683448
4694;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1.5;0;1.5;272.107743683448
4694;1;7;ARROZ;NA;NA;NA;2;3;0;3;272.107743683448
4694;1;14;LECHE EN POLVO;NA;NA;NA;2;2;1;1;272.107743683448
4694;1;15;HUEVOS;NA;NA;NA;1;5;1;1;272.107743683448
4694;1;16;ACEITE;57;1;64;4;0.75;0.25;0.25;272.107743683448
4694;1;18;SALAMI;80;1;2;2;0.75;0;0.75;272.107743683448
4694;1;19;SARDINAS EN AGUA;63;1;2;4;1;0;1;272.107743683448
4694;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;3;7;272.107743683448
4694;1;29;AZUCARES;NA;NA;NA;2;0.5;0;0.5;272.107743683448
4681;1;5;AVENA;56;1;NA;NA;1;0;1;247.370676075862
4681;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;56;1;0;1;247.370676075862
4681;1;7;ARROZ;NA;NA;NA;2;15;0;15;247.370676075862
4681;1;13;LECHE LÍQUIDA;NA;NA;NA;7;1;0;1;247.370676075862
4681;1;14;LECHE EN POLVO;NA;NA;NA;56;1;0;1;247.370676075862
4681;1;15;HUEVOS;NA;NA;NA;1;30;0;30;247.370676075862
4681;1;16;ACEITE;NA;NA;NA;57;1;0;1;247.370676075862
4681;1;17;MANTEQUILLA;105;NA;NA;NA;1;0;1;247.370676075862
4756;1;4;HARÍNA DE MAÍZ;56;1;397;3;2;1;1;272.107743683448
4756;1;5;AVENA;56;1;550;3;0.25;0;0.25;272.107743683448
2480;1;5;AVENA;NA;NA;NA;2;0.5;0;0.5;416.444999999999
2480;1;7;ARROZ;NA;NA;NA;2;16;7;9;416.444999999999
2480;1;15;HUEVOS;NA;NA;NA;1;24;8;16;416.444999999999
2480;1;16;ACEITE;57;1;64;4;1;0.5;0.5;416.444999999999
2480;1;18;SALAMI;NA;NA;NA;2;1.5;0.5;1;416.444999999999
2480;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1.5;0;1.5;416.444999999999
2480;1;29;AZUCARES;NA;NA;NA;2;3;0;3;416.444999999999
2489;1;1;PANES;NA;NA;NA;1;10;1;9;594.921428571427
2489;1;7;ARROZ;NA;NA;NA;2;36;23;13;594.921428571427
2489;1;9;POLLO;NA;NA;NA;2;3;0;3;594.921428571427
2501;1;1;PANES;NA;NA;NA;1;12;0;12;378.586363636363
2489;1;16;ACEITE;NA;NA;NA;57;8;0;8;594.921428571427
2489;1;18;SALAMI;NA;NA;NA;2;1;0;1;594.921428571427
2489;1;29;AZUCARES;NA;NA;NA;2;4;1;3;594.921428571427
2501;1;2;GALLETAS DULCES;NA;NA;NA;1;4;2.5;1.5;378.586363636363
2501;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;2;0;378.586363636363
2501;1;5;AVENA;56;1;1;2;1;0.5;0.5;378.586363636363
2501;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;1;2;3;1.5;1.5;378.586363636363
2501;1;7;ARROZ;NA;NA;NA;2;5;0;5;378.586363636363
2501;1;13;LECHE LÍQUIDA;31;1;500;5;1;0;1;378.586363636363
2501;1;14;LECHE EN POLVO;63;1;2200;3;0.75;0.5;0.25;378.586363636363
2501;1;15;HUEVOS;NA;NA;NA;1;20;8;12;378.586363636363
2501;1;16;ACEITE;NA;NA;NA;57;1;0.5;0.5;378.586363636363
2501;1;17;MANTEQUILLA;NA;NA;NA;2;1;1;0;378.586363636363
2501;1;18;SALAMI;NA;NA;NA;2;3;1.5;1.5;378.586363636363
2501;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;0;3;378.586363636363
2501;1;29;AZUCARES;NA;NA;NA;2;5;0;5;378.586363636363
2501;1;30;CHOCOLATE O COCOA;NA;NA;NA;1;10;5;5;378.586363636363
2360;1;1;PANES;NA;NA;NA;1;10;0;10;347.037499999999
2360;1;2;GALLETAS DULCES;NA;NA;NA;1;10;3;7;347.037499999999
2360;1;3;GALLETAS SALADAS;NA;NA;NA;1;12;4;8;347.037499999999
2360;1;4;HARÍNA DE MAÍZ;56;1;1;2;2;2;0;347.037499999999
2360;1;5;AVENA;NA;NA;NA;2;2;0.6;1.4;347.037499999999
2360;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;7;7;0;347.037499999999
2360;1;7;ARROZ;NA;NA;NA;2;20;0;20;347.037499999999
2360;1;9;POLLO;NA;NA;NA;2;15;0;15;347.037499999999
2360;1;13;LECHE LÍQUIDA;31;1;1;7;8;0;8;347.037499999999
2360;1;15;HUEVOS;NA;NA;NA;1;30;5;25;347.037499999999
2360;1;16;ACEITE;57;1;1;57;1;0;1;347.037499999999
2360;1;17;MANTEQUILLA;NA;NA;NA;2;1.5;1.3;0.2;347.037499999999
2360;1;18;SALAMI;NA;NA;NA;2;1.5;0;1.5;347.037499999999
2360;1;20;SARDINAS EN ACEITE;63;1;4;4;6;6;0;347.037499999999
2360;1;23;ATÚN EN ACEITE;63;1;4;4;2;2;0;347.037499999999
2360;1;24;PLÁTANO VERDE;NA;NA;NA;1;30;30;0;347.037499999999
2360;1;26;PAPAS;NA;NA;NA;2;3;0;3;347.037499999999
2360;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;8;0;8;347.037499999999
2360;1;29;AZUCARES;NA;NA;NA;2;3;0;3;347.037499999999
2360;1;30;CHOCOLATE O COCOA;NA;NA;NA;2;2;0.75;1.25;347.037499999999
2370;1;7;ARROZ;NA;NA;NA;2;10;0;10;302.189393939394
2370;1;15;HUEVOS;NA;NA;NA;1;6;0;6;302.189393939394
2370;1;16;ACEITE;20;1;4;4;1;0.5;0.5;302.189393939394
2370;1;18;SALAMI;NA;NA;NA;2;0.5;0;0.5;302.189393939394
2370;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;0;15;302.189393939394
2370;1;25;GUINEITO VERDE;NA;NA;NA;1;30;0;30;302.189393939394
2370;1;29;AZUCARES;NA;NA;NA;2;2;0;2;302.189393939394
2689;1;7;ARROZ;NA;NA;NA;2;10;4;6;340.13467960431
2689;1;16;ACEITE;57;1;64;4;0.5;0.25;0.25;340.13467960431
2703;1;7;ARROZ;NA;NA;NA;2;10;0;10;200.087641866331
2703;1;16;ACEITE;NA;NA;NA;4;64;30;34;200.087641866331
2703;1;25;GUINEITO VERDE;NA;NA;NA;1;5;0;5;200.087641866331
2703;1;29;AZUCARES;NA;NA;NA;2;2;0;2;200.087641866331
2863;1;4;HARÍNA DE MAÍZ;56;1;397;3;1;0;1;205.953876739562
2863;1;7;ARROZ;NA;NA;NA;2;1;0;1;205.953876739562
2863;1;16;ACEITE;NA;NA;NA;2;3;0;3;205.953876739562
2862;1;7;ARROZ;NA;NA;NA;2;3;0;3;205.953876739562
2862;1;8;CARNE DE RES;NA;NA;NA;2;3;0;3;205.953876739562
2862;1;9;POLLO;NA;NA;NA;2;3;0;3;205.953876739562
2862;1;10;CARNE DE CERDO;NA;NA;NA;2;3;0;3;205.953876739562
2862;1;13;LECHE LÍQUIDA;23;1;1;7;2;0;2;205.953876739562
2862;1;14;LECHE EN POLVO;63;1;350;3;1;0;1;205.953876739562
2862;1;16;ACEITE;NA;NA;NA;2;2;0;2;205.953876739562
2862;1;18;SALAMI;NA;NA;NA;2;1;0;1;205.953876739562
2862;1;29;AZUCARES;NA;NA;NA;2;5;0;5;205.953876739562
12036;1;7;ARROZ;NA;NA;NA;2;4;2;2;368.044057208613
3086;1;11;PESCADO;NA;NA;NA;2;5;0;5;501.878259829927
3086;1;14;LECHE EN POLVO;63;1;450;3;1;0;1;501.878259829927
3086;1;15;HUEVOS;NA;NA;NA;1;30;14;16;501.878259829927
3086;1;16;ACEITE;NA;NA;NA;2;0.5;0;0.5;501.878259829927
3086;1;19;SARDINAS EN AGUA;63;1;140;3;6;2;4;501.878259829927
3086;1;20;SARDINAS EN ACEITE;63;1;140;3;6;4;2;501.878259829927
3086;1;21;PICA PICA;63;1;425;3;10;4;6;501.878259829927
3086;1;22;ATÚN EN AGUA;63;1;140;3;10;7;3;501.878259829927
3086;1;23;ATÚN EN ACEITE;63;1;140;3;6;6;0;501.878259829927
3086;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;10;5;501.878259829927
3086;1;26;PAPAS;NA;NA;NA;2;2;0;2;501.878259829927
3086;1;29;AZUCARES;NA;NA;NA;2;5;2.5;2.5;501.878259829927
3086;1;30;CHOCOLATE O COCOA;NA;NA;NA;87;1;0.75;0.25;501.878259829927
3229;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;2;0;2;552.06608581292
3229;1;7;ARROZ;NA;NA;NA;2;30;6;24;552.06608581292
3229;1;15;HUEVOS;NA;NA;NA;1;20;5;15;552.06608581292
3229;1;16;ACEITE;57;1;128;4;0.5;0.25;0.25;552.06608581292
3229;1;18;SALAMI;NA;NA;NA;2;2;1;1;552.06608581292
3229;1;24;PLÁTANO VERDE;NA;NA;NA;1;20;5;15;552.06608581292
3229;1;25;GUINEITO VERDE;NA;NA;NA;1;40;10;30;552.06608581292
3229;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;5;2;3;552.06608581292
3229;1;29;AZUCARES;NA;NA;NA;2;5;3;2;552.06608581292
3217;1;5;AVENA;56;1;500;3;1;0.5;0.5;552.06608581292
3217;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;350;3;4;2;2;552.06608581292
3217;1;7;ARROZ;NA;NA;NA;2;15;0;15;552.06608581292
3217;1;8;CARNE DE RES;NA;NA;NA;2;1;0;1;552.06608581292
3217;1;13;LECHE LÍQUIDA;31;1;1;7;4;2;2;552.06608581292
3217;1;14;LECHE EN POLVO;56;1;1500;3;1;0.5;0.5;552.06608581292
3217;1;15;HUEVOS;31;NA;30;1;1;0.5;0.5;552.06608581292
3217;1;16;ACEITE;57;1;64;4;1;0.5;0.5;552.06608581292
3217;1;22;ATÚN EN AGUA;63;1;6;4;2;0;2;552.06608581292
3217;1;23;ATÚN EN ACEITE;63;1;6;4;4;2;2;552.06608581292
3217;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;5;5;552.06608581292
3217;1;26;PAPAS;NA;NA;NA;2;1;0;1;552.06608581292
3217;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0;1;552.06608581292
3217;1;28;HABICHUELAS ENLATADAS;63;1;10;4;1;0;1;552.06608581292
3217;1;29;AZUCARES;NA;NA;NA;2;1;0;1;552.06608581292
3217;1;30;CHOCOLATE O COCOA;87;1;8;4;0.5;0;0.5;552.06608581292
3219;1;7;ARROZ;NA;NA;NA;2;10;0;10;552.06608581292
4284;1;7;ARROZ;NA;NA;NA;2;5;0;5;378.586363636362
4284;1;16;ACEITE;NA;NA;NA;57;0.4;0;0.4;378.586363636362
4377;1;1;PANES;NA;NA;NA;1;10;0;10;520.556249999998
4377;1;3;GALLETAS SALADAS;NA;NA;NA;1;20;3;17;520.556249999998
4377;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;1;1;520.556249999998
4377;1;5;AVENA;56;1;650;3;1;0.5;0.5;520.556249999998
4377;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;2;0;2;520.556249999998
4377;1;7;ARROZ;NA;NA;NA;2;28;16;12;520.556249999998
4377;1;8;CARNE DE RES;NA;NA;NA;2;3;0;3;520.556249999998
4377;1;9;POLLO;NA;NA;NA;2;4;0;4;520.556249999998
4377;1;10;CARNE DE CERDO;NA;NA;NA;2;2;0;2;520.556249999998
4377;1;11;PESCADO;NA;NA;NA;2;2;0;2;520.556249999998
4377;1;12;MARISCOS;NA;NA;NA;2;2;0;2;520.556249999998
4377;1;13;LECHE LÍQUIDA;31;1;1;7;3;0;3;520.556249999998
4377;1;14;LECHE EN POLVO;56;1;2200;3;1;0.5;0.5;520.556249999998
4377;1;15;HUEVOS;NA;NA;NA;1;18;0;18;520.556249999998
4377;1;16;ACEITE;20;1;4;4;1;0.5;0.5;520.556249999998
4377;1;17;MANTEQUILLA;105;1;425;3;1;0.5;0.5;520.556249999998
4377;1;18;SALAMI;NA;NA;NA;2;2;0;2;520.556249999998
4377;1;22;ATÚN EN AGUA;63;1;142;3;4;1;3;520.556249999998
4377;1;24;PLÁTANO VERDE;NA;NA;NA;1;40;0;40;520.556249999998
4377;1;25;GUINEITO VERDE;NA;NA;NA;1;50;0;50;520.556249999998
4377;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;520.556249999998
4377;1;29;AZUCARES;NA;NA;NA;2;5;2;3;520.556249999998
4377;1;30;CHOCOLATE O COCOA;56;1;16;4;1;0.5;0.5;520.556249999998
4401;1;1;PANES;NA;NA;NA;1;5;0;5;332.408333333333
4401;1;3;GALLETAS SALADAS;NA;NA;NA;1;12;6;6;332.408333333333
4401;1;5;AVENA;NA;NA;NA;2;0.5;0;0.5;332.408333333333
4401;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1.5;1.5;0;332.408333333333
4401;1;7;ARROZ;NA;NA;NA;2;20;4;16;332.408333333333
4401;1;13;LECHE LÍQUIDA;57;1;5;7;5;0;5;332.408333333333
4401;1;15;HUEVOS;NA;NA;NA;1;10;0;10;332.408333333333
4401;1;16;ACEITE;57;1;64;4;0.9;0.5;0.4;332.408333333333
4401;1;17;MANTEQUILLA;NA;NA;NA;2;1.5;0;1.5;332.408333333333
4401;1;24;PLÁTANO VERDE;NA;NA;NA;1;40;20;20;332.408333333333
4401;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;332.408333333333
4401;1;29;AZUCARES;NA;NA;NA;2;1;0;1;332.408333333333
4378;1;1;PANES;NA;NA;NA;1;10;0;10;520.556249999998
4378;1;3;GALLETAS SALADAS;NA;NA;NA;1;20;3;17;520.556249999998
4378;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;1;1;520.556249999998
4378;1;5;AVENA;56;1;650;3;1;0.5;0.5;520.556249999998
4378;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;2;0;2;520.556249999998
4378;1;7;ARROZ;NA;NA;NA;2;40;15;25;520.556249999998
4378;1;8;CARNE DE RES;NA;NA;NA;2;2;0;2;520.556249999998
4378;1;9;POLLO;NA;NA;NA;2;4;0;4;520.556249999998
4378;1;10;CARNE DE CERDO;NA;NA;NA;2;1;0;1;520.556249999998
4378;1;13;LECHE LÍQUIDA;31;1;1;7;3;0;3;520.556249999998
4378;1;15;HUEVOS;NA;NA;NA;1;25;5;20;520.556249999998
4378;1;16;ACEITE;20;1;4;4;1;0.5;0.5;520.556249999998
4378;1;17;MANTEQUILLA;105;1;425;3;1;0.5;0.5;520.556249999998
4305;1;3;GALLETAS SALADAS;8;20;30;3;1;0;1;594.921428571427
4378;1;18;SALAMI;NA;NA;NA;2;1;0;1;520.556249999998
4378;1;22;ATÚN EN AGUA;63;1;142;3;4;1;3;520.556249999998
4305;1;4;HARÍNA DE MAÍZ;56;1;14;4;1;0;1;594.921428571427
4378;1;24;PLÁTANO VERDE;NA;NA;NA;1;30;0;30;520.556249999998
4378;1;25;GUINEITO VERDE;NA;NA;NA;1;40;0;40;520.556249999998
4305;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;1;2;0.5;0;0.5;594.921428571427
4378;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;1;2;520.556249999998
4305;1;7;ARROZ;NA;NA;NA;2;13;0;13;594.921428571427
4378;1;29;AZUCARES;NA;NA;NA;2;5;1;4;520.556249999998
4305;1;16;ACEITE;57;1;4;7;0.5;0.1;0.4;594.921428571427
4305;1;28;HABICHUELAS ENLATADAS;63;1;450;3;1;0;1;594.921428571427
4305;1;29;AZUCARES;NA;NA;NA;2;1;0;1;594.921428571427
4305;1;30;CHOCOLATE O COCOA;98;1;25;3;1;0;1;594.921428571427
4392;1;5;AVENA;56;1;1;2;1;0;1;462.716666666665
4392;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;1;2;3;1;2;462.716666666665
4392;1;7;ARROZ;NA;NA;NA;2;50;36;14;462.716666666665
4392;1;15;HUEVOS;NA;NA;NA;1;2;0;1;462.716666666665
4392;1;16;ACEITE;57;1;2;2;1;0;1;462.716666666665
4392;1;18;SALAMI;81;1;4;2;1;0;1;462.716666666665
4392;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;0;10;462.716666666665
4392;1;26;PAPAS;NA;NA;NA;2;3;0;3;462.716666666665
4392;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;0;3;462.716666666665
4392;1;29;AZUCARES;8;1;5;2;1;0;0.75;462.716666666665
4392;1;30;CHOCOLATE O COCOA;23;10;28;3;1;0.3;0.7;462.716666666665
4379;1;1;PANES;NA;NA;NA;1;6;0;6;520.556249999998
4379;1;7;ARROZ;NA;NA;NA;2;2;0;2;520.556249999998
4379;1;24;PLÁTANO VERDE;NA;NA;NA;1;6;0;6;520.556249999998
4379;1;25;GUINEITO VERDE;NA;NA;NA;1;12;0;12;520.556249999998
4379;1;29;AZUCARES;NA;NA;NA;2;1;0;1;520.556249999998
4402;1;4;HARÍNA DE MAÍZ;56;1;4;2;4;3;1;332.408333333333
4402;1;5;AVENA;NA;NA;NA;2;2;1;1;332.408333333333
4402;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;7;5;2;332.408333333333
4402;1;7;ARROZ;NA;NA;NA;2;15;5;10;332.408333333333
4402;1;8;CARNE DE RES;NA;NA;NA;2;3;0;3;332.408333333333
4402;1;13;LECHE LÍQUIDA;31;1;1;7;3;0;3;332.408333333333
4402;1;14;LECHE EN POLVO;NA;NA;NA;63;0.5;0;0.5;332.408333333333
4402;1;16;ACEITE;57;1;64;4;0.5;0.25;0.25;332.408333333333
4402;1;18;SALAMI;NA;NA;NA;2;2;0;2;332.408333333333
4402;1;20;SARDINAS EN ACEITE;63;1;55;3;3;2;1;332.408333333333
4402;1;23;ATÚN EN ACEITE;63;1;142;3;4;4;0;332.408333333333
4402;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;0;15;332.408333333333
4402;1;26;PAPAS;NA;NA;NA;2;2;0;2;332.408333333333
5475;1;16;ACEITE;87;1;8;4;0.25;0;25;347.037499999999
4402;1;29;AZUCARES;NA;NA;NA;2;5;3;2;332.408333333333
4402;1;30;CHOCOLATE O COCOA;87;1;125;3;0.5;0.25;0.25;332.408333333333
4293;1;4;HARÍNA DE MAÍZ;56;1;2;2;1;0;1;694.074999999998
4293;1;5;AVENA;NA;NA;NA;2;1.5;1;0.5;694.074999999998
4293;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;3;2;2.5;2;0.5;694.074999999998
4293;1;7;ARROZ;NA;NA;NA;2;3;0;3;694.074999999998
4293;1;9;POLLO;8;1;1;2;3;0;3;694.074999999998
4293;1;13;LECHE LÍQUIDA;31;1;1;7;1;0;1;694.074999999998
4293;1;16;ACEITE;57;1;120;4;0.15;0;0.15;694.074999999998
4293;1;24;PLÁTANO VERDE;NA;NA;NA;1;5;0;5;694.074999999998
4293;1;28;HABICHUELAS ENLATADAS;63;2;360;3;2;1;1;694.074999999998
4293;1;30;CHOCOLATE O COCOA;87;1;32;4;0.5;0.25;0.25;694.074999999998
4522;1;1;PANES;NA;NA;NA;1;18;3;15;332.408333333333
4560;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1.5;0;1.5;181.897856242119
2070;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1;0;1;552.06608581292
2070;1;7;ARROZ;NA;NA;NA;2;10;0;10;552.06608581292
2070;1;8;CARNE DE RES;NA;NA;NA;2;3;0;3;552.06608581292
2070;1;16;ACEITE;57;1;64;4;0.5;0;0.5;552.06608581292
2070;1;20;SARDINAS EN ACEITE;63;1;106;3;1;0;1;552.06608581292
2070;1;25;GUINEITO VERDE;NA;NA;NA;1;1;0;1;552.06608581292
2070;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;5;0;5;552.06608581292
2715;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;10;7;3;166.739701555276
2715;1;31;NA;NA;NA;NA;2;2;1;1;166.739701555276
2715;1;32;NA;NA;NA;NA;2;1;0.5;0.5;166.739701555276
2716;1;5;AVENA;56;1;650;3;1;0.5;0.5;166.739701555276
2716;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;5;5;0;166.739701555276
2716;1;7;ARROZ;NA;NA;NA;2;115;100;15;166.739701555276
2716;1;14;LECHE EN POLVO;NA;NA;NA;2;5;3;2;166.739701555276
2716;1;16;ACEITE;57;1;4;7;70;70;0;166.739701555276
2716;1;17;MANTEQUILLA;105;1;227;3;0.5;0.5;0;166.739701555276
2716;1;19;SARDINAS EN AGUA;63;1;155;3;2;2;0;166.739701555276
2716;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;15;8;7;166.739701555276
2478;1;5;AVENA;8;1;1;2;0.5;0;0.5;416.444999999999
2478;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;1;2;2;0;2;416.444999999999
2478;1;7;ARROZ;56;1;1;2;5;0;5;416.444999999999
2478;1;13;LECHE LÍQUIDA;31;1;845;5;1;0;1;416.444999999999
2478;1;15;HUEVOS;NA;NA;NA;1;18;0;18;416.444999999999
2478;1;16;ACEITE;57;1;64;4;0.5;0;0.5;416.444999999999
2478;1;29;AZUCARES;56;1;5;2;2;0;2;416.444999999999
2346;1;3;GALLETAS SALADAS;NA;NA;NA;1;12;0;12;694.074999999998
2346;1;18;SALAMI;NA;NA;NA;2;2;0;2;694.074999999998
2346;1;29;AZUCARES;NA;NA;NA;2;1;0;1;694.074999999998
2852;1;29;AZUCARES;NA;NA;NA;2;0.25;0;0.25;187.230797035965
2612;1;16;ACEITE;57;1;2;7;1;0;1;302.341937426053
2612;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;0;10;302.341937426053
2612;1;26;PAPAS;NA;NA;NA;2;5;0;5;302.341937426053
2612;1;29;AZUCARES;NA;NA;NA;2;6;0;6;302.341937426053
2945;1;2;GALLETAS DULCES;NA;NA;NA;1;12;0;12;187.230797035965
2945;1;4;HARÍNA DE MAÍZ;56;1;14;4;4;1;3;187.230797035965
2945;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;3;400;0;7;187.230797035965
2945;1;7;ARROZ;NA;NA;NA;2;5;0;5;187.230797035965
2945;1;23;ATÚN EN ACEITE;NA;NA;NA;63;3;0;3;187.230797035965
2945;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;187.230797035965
2945;1;29;AZUCARES;NA;NA;NA;2;2;0;2;187.230797035965
2503;1;13;LECHE LÍQUIDA;31;1;500;5;3;1;2;378.586363636363
2503;1;16;ACEITE;57;1;4;7;1;0.75;0.25;378.586363636363
2503;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;0;10;378.586363636363
2503;1;25;GUINEITO VERDE;NA;NA;NA;1;20;0;20;378.586363636363
